factual_id,name,address,address_extended,po_box,locality,region,post_town,admin_region,postcode,country,tel,fax,latitude,longitude,neighborhood,website,email,category_ids,category_labels,status,chain_name,chain_id
322bfcfd-da4e-47ce-9d83-becaf31dcdfd,Cappuccino Time,1422 S Broadway,,,Los Angeles,CA,,,90015,us,(213) 763-8478,,34.035149,-118.26268,Downtown Los Angeles#Dowtown Carrier Annex#Downtown,http://events.dailybreeze.com/los-angeles-ca/venues/show/327709-cappuccino-time-incorporated,,347,Social#Food and Dining#Restaurants,1,,null
61e2033c-ed1e-4633-b618-502cb1ac17f4,Pupusas Yeni,11338 Santa Monica Blvd,,,Los Angeles,CA,,,90025,us,(626) 755-8783,,34.045879,-118.449865,Sawtelle#West L.A.#West Los Angeles,,,347,Social#Food and Dining#Restaurants,1,,null
4a9b44d6-38c5-416d-87fd-0b79ec082c3f,Wing Stop,2251 W Rosecrans Ave,,,Los Angeles,CA,,,90059,us,(310) 763-3552,,,,Mid-Wilshire#Sunset Hills#Hollywood,http://www.wingstop.com,,347,Social#Food and Dining#Restaurants,1,,null
8e372c36-89fc-4dca-8b49-92bdfa0befd3,Pig 'n Whistle,6714 Hollywood Blvd,,,Los Angeles,CA,,,90028,us,(323) 463-0000,(323) 463-0485,34.101339,-118.336723,Hollywood#Yucca Corridor#Hollywood Heights#Central LA#Los Feliz#Hollywood United#Historic Core#Little Tokyo#Downtown Los Angeles#Civic Center#Beachwood Canyon,http://www.pignwhistle.com,monique@whitelotushollywood.com,347,Social#Food and Dining#Restaurants,1,,null
09737f0a-b88f-40d2-aaa3-6b0ebd2945a8,Cayenne Cafe,7169 Beverly Blvd,,,Los Angeles,CA,,,90036,us,(323) 857-1252,(323) 857-1221,34.076263,-118.34588,Bicentennial#Fairfax District#Melrose District#CBS Television City#Central LA#Mid-Wilshire#Miracle Mile#West Hollywood#Mid City West#Historic Core#Downtown Los Angeles#Civic Center#Little Tokyo#Greater Wilshire#Hollywood & West Hollywood#Mid-City,http://cayennecafe.net,misteramad@yahoo.com,347,Social#Food and Dining#Restaurants,1,,null
40eccd54-a39d-4c45-9b27-8d0093c1d90c,Dragon Bowl,800 S Alvarado St,,,Los Angeles,CA,,,90057,us,(213) 738-9166,,34.054714,-118.277728,Westlake,,,347,Social#Food and Dining#Restaurants,1,,null
0a0b176d-1cf4-4a69-bf50-d17cc1026d6f,Park Plaza Cafe,6310 San Vicente Blvd,,,Los Angeles,CA,,,90048,us,(323) 934-6720,,34.060886,-118.367434,Little Ethiopia#Carthay Circle#South Carthay#West Beverly#Historic Core#Downtown Los Angeles#Civic Center#Little Tokyo,,,347,Social#Food and Dining#Restaurants,1,,null
76a47d0b-cf72-4d42-bb23-518e67e8901f,La Glorieta Hondurena,9134 S Western Ave,,,Los Angeles,CA,,,90047,us,(323) 754-2681,,33.953839,-118.308834,South-Central#Shouthwest Area Ndc#Westmont,,,347,Social#Food and Dining#Restaurants,1,,null
bcf68ed1-0754-4d36-a898-2b0010d98cc7,Snax N Skate,4545 Sepulveda Blvd,,,Los Angeles,CA,,,90230,us,(310) 390-9790,,34.001742,-118.405192,Cypress Grove#Del Rey#Clarkdale,,,347,Social#Food and Dining#Restaurants,1,,null
71eaf100-bef8-012e-5614-003048cad9da,Golden Bird Fried Chicken,1005 W Martin Luther King Jr Blvd,,,Los Angeles,CA,,,90037,us,(323) 735-5686,,34.010939,-118.293219,Green#Downtown Los Angeles#Civic Center#Little Tokyo#Historic Core,http://events.dailybreeze.com/los-angeles-ca/venues/show/296003-golden-bird-fried-chicken,,347,Social#Food and Dining#Restaurants,1,,null
467755cd-3f66-4826-bb88-d9a51c9fccfc,Sam Soon,2205 Venice Blvd,,,Los Angeles,CA,,,90006,us,(323) 734-1476,,34.043677,-118.306375,Arlington Heights,,,347,Social#Food and Dining#Restaurants,1,,null
e028d352-9c63-4cec-a245-774ed0ef72a4,La Solaguena Restaurant,1901 8th Ave,,,Los Angeles,CA,,,90018,us,(323) 732-2051,,34.039712,-118.326054,Arlington Heights#Jefferson Park,,,347,Social#Food and Dining#Restaurants,1,,null
6860e02d-400a-4b42-8a94-b10e37f388dd,Graphic Films,3341 Cahuenga Blvd W,,,Los Angeles,CA,,,90068,us,(323) 851-4100,(323) 851-4103,34.131374,-118.351815,Hollywood Hills#Hollywood Hills West#Central LA#Beverly Center,http://www.graphicfilms.com,,347,Social#Food and Dining#Restaurants,1,,null
136e78cc-c15c-406c-aed7-02c2df148643,Cafe Roberto,312 S Broadway,,,Los Angeles,CA,,,90013,us,(310) 390-5736,,34.050458,-118.24817,Civic Center#Historic Core#Downtown Los Angeles#Little Tokyo#Old Bank District#Chinatown#Bunker Hill,,,347,Social#Food and Dining#Restaurants,1,,null
3a0a4141-18d2-4419-85c6-45e2b85b996a,Louisiana Fried Chicken,4411 S Western Ave,,,Los Angeles,CA,,,90062,us,(323) 296-8859,,34.00356,-118.309097,South Central LA#South Los Angeles (South Central)#South LA#South-Central#Civic Center#Historic Core#Downtown Los Angeles#Little Tokyo#Chesterfield Square#Jefferson Park,http://www.louisianafriedchicken.com,,347,Social#Food and Dining#Restaurants,1,,null
5d4f532a-8129-4dc9-a446-c11c9099d916,Parkside Dining Hall,3771 McClintock Ave,,,Los Angeles,CA,,,90089,us,(213) 821-5859,,34.019594,-118.290588,Dockweiler#St. James Park#South Los Angeles,,,347,Social#Food and Dining#Restaurants,1,,null
e17db31c-bb3e-437e-9839-1c7442f2cc74,Istanbul Restaurant,263 E Olympic Blvd,,,Los Angeles,CA,,,90015,us,(213) 489-2902,,34.039191,-118.255273,Downtown Los Angeles#Fashion District#Historic Core#Downtown#Central LA#Little Tokyo#Civic Center,,,347,Social#Food and Dining#Restaurants,1,,null
28384016-c944-479f-b81d-0bab2bb3d04a,Portfolio Marketing- Securitzation and Asset Management Services,11601 Wilshire Blvd,,,Los Angeles,CA,,,90025,us,(310) 395-1414,,34.050047,-118.460102,,,,347,Social#Food and Dining#Restaurants,1,,null
092e12c1-034e-45ed-a441-fcc0a1b7ea45,Rigo's Taco,2512 W Washington Blvd,,,Los Angeles,CA,,,90018,us,(323) 733-3105,,34.039737,-118.318379,Arlington Heights#Jefferson Park,,,347,Social#Food and Dining#Restaurants,1,,null
c5ebf7ef-0cfe-46c8-b4a5-52518b2dde45,Monkey Business Center,1258 N Highland Ave,,,Los Angeles,CA,,,90038,us,(323) 962-6611,,34.093532,-118.338601,Hollywood#Wilcox,,,347,Social#Food and Dining#Restaurants,1,,null
4c4f546f-9d00-41c0-bb95-5f2ef0d6c8b7,Jim Dandy Fried Chicken,11328 S Vermont Ave,,,Los Angeles,CA,,,90044,us,(323) 779-5567,,33.931666,-118.291337,Westmont#Shouthwest Area Ndc#Athens#Historic Core#Downtown Los Angeles#Little Tokyo#Civic Center#southla#Nadeau#Culver City#South Los Angeles,,,347,Social#Food and Dining#Restaurants,1,,null
71d61240-bef8-012e-5614-003048cad9da,Cafe Paraiso,3535 Madera Ave,,,Los Angeles,CA,,,90039,us,(323) 667-0095,,34.116242,-118.261038,Atwater Village#Griffith,,,347,Social#Food and Dining#Restaurants,1,,null
ec3767a9-2754-4f40-93ab-e83dbb664dc1,Shakeys Pizza Restaurant,4929 Wilshire Blvd,,,Los Angeles,CA,,,90010,us,(323) 937-5514,,34.062237,-118.338264,Greater Wilshire#Mid-Wilshire#Koreatown,http://www.shakeys.com,,347,Social#Food and Dining#Restaurants,1,,null
05cd8609-b168-48a5-957a-6615b50f15e0,Orchid Restaurant and Cafe,3900 W 6th St,,,Los Angeles,CA,,,90020,us,(213) 251-8886,,34.063352,-118.308051,Koreatown#Sanford#Wilshire Center#Central LA#Wilshire Center / Koreatown#Windsor Square#Wilshire#Hancock Park#Downtown Los Angeles#Civic Center#Little Tokyo#Historic Core,http://www.orchidlosangeles.com,,347,Social#Food and Dining#Restaurants,1,,null
b697c6c1-58be-45fa-9d35-0da344f21def,The Stardust Cafe,2323 Mayberry St,,,Los Angeles,CA,,,90026,us,(818) 240-8600,,34.083816,-118.263003,Edendale#Silverlake,,,347,Social#Food and Dining#Restaurants,1,,null
e6903e41-fc42-4274-8e48-e168d9c9f12e,Los Huaraches,3655 E Olympic Blvd,,,Los Angeles,CA,,,90023,us,(323) 269-2585,,34.018966,-118.198568,Brylane,,,347,Social#Food and Dining#Restaurants,1,,null
aa1177ae-6b48-457a-8304-e1857d4e1b48,Yomochan,424 E 2nd St,,,Los Angeles,CA,,,90012,us,(213) 680-4189,,34.047377,-118.239199,Little Tokyo#Chinatown-Little Tokyo#Downtown Los Angeles#Civic Center#Historic Core,,,347,Social#Food and Dining#Restaurants,1,,null
41e2b131-ce90-40f3-a88f-73d89dbcfdc7,Atitlan Restaurant,1614 W 6th St,,,Los Angeles,CA,,,90017,us,(213) 483-0242,,34.057204,-118.269912,Westlake,,,347,Social#Food and Dining#Restaurants,1,,null
5512e2d2-bf69-4c9c-88a6-88338e1f1835,Cooks County,8009 Beverly Blvd,,,Los Angeles,CA,,,90048,us,(323) 653-8009,(323) 653-8008,34.076262,-118.364135,Bicentennial#Mid City West#Fairfax District#Miracle Mile#Beverly Center#Central LA#Historic Core#Civic Center#Little Tokyo#Downtown Los Angeles#midwilshire,http://www.cookscountyrestaurant.com,,347,Social#Food and Dining#Restaurants,1,,null
a3a19f3e-fabe-49a2-b325-d74aeac35df5,Taqueria Los Mismos,6121 S Vermont Ave,,,Los Angeles,CA,,,90044,us,(323) 753-1201,,33.98355,-118.291504,Vermont Harbor#South Los Angeles#Athens#Historic Core#Little Tokyo#Downtown Los Angeles#Civic Center,,,347,Social#Food and Dining#Restaurants,1,,null
2e3111db-12ea-4783-a4fb-c7ac5bba5c17,Sol Bart,3328 W 8th St,,,Los Angeles,CA,,,90005,us,(213) 252-8918,,34.057811,-118.300726,Koreatown,,,347,Social#Food and Dining#Restaurants,1,,null
eb24f91e-b200-4e5d-9197-839827a74e40,Hoy Hoy Chinese Fast Food,510 S Lorena St,,,Los Angeles,CA,,,90063,us,(323) 262-8858,,34.032022,-118.198048,Boyle Heights#Wellington Heights#City Terrace#Historic Core#Civic Center#Downtown Los Angeles#Little Tokyo,,,347,Social#Food and Dining#Restaurants,1,,null
20dc6c6d-83ce-4449-b2a3-714d4e3d27be,Golden Bird Restaurants,1742 S La Cienega Blvd,,,Los Angeles,CA,,,90035,us,(323) 870-5116,,34.045886,-118.376262,West Pico,,,347,Social#Food and Dining#Restaurants,1,,null
62b75fae-3633-4637-b721-fc5a3e6246e1,Nola's,734 E 3rd St,,,Los Angeles,CA,,,90013,us,(213) 680-3003,,34.045568,-118.236769,Little Tokyo#Artists District#Downtown#Civic Center#Downtown Los Angeles#Historic Core,http://www.nolasla.com,info@nolasla.com,347,Social#Food and Dining#Restaurants,1,,null
4c315704-db34-4148-ad7b-7438f09b8fbb,Ben and Jerry's,6081 Center Dr,Ste 114,,Los Angeles,CA,,,90045,us,(310) 649-1026,,33.978019,-118.392037,Playa Vista#Fox Hills#Westchester#Del Rey#Alsace#Westchester/LAX#Downtown Los Angeles#Historic Core#Little Tokyo#Civic Center#thewestsidecity,http://benjerry.com,,347,Social#Food and Dining#Restaurants,1,,null
28c4b58b-d599-47c2-bc72-3f998bd8aa3f,Orient Dlite,1743 Colorado Blvd,,,Los Angeles,CA,,,90041,us,(323) 257-8560,,34.139628,-118.205281,Eagle Rock,,,347,Social#Food and Dining#Restaurants,1,,null
71214330-1e18-012f-0643-0030487f54d8,Refuge,3303 W Sunset Blvd,,,Los Angeles,CA,,,90026,us,(323) 644-9740,,34.086759,-118.275111,Sunset Junction#Silverlake,,,347,Social#Food and Dining#Restaurants,1,,null
b777d9d4-acdf-4e88-a89e-e921dcbf73d5,Cal Trans Cafe,120 S Spring St,,,Los Angeles,CA,,,90012,us,(213) 680-2979,,34.052509,-118.244649,Downtown Los Angeles#Civic Center#Historic Core#Little Tokyo#Old Bank District#Chinatown-Little Tokyo,,,347,Social#Food and Dining#Restaurants,1,,null
33dc1b28-1227-4d22-9e3f-a91803cb4671,Creative Croissants,500 World Way,,,Los Angeles,CA,,,90045,us,(310) 216-0989,,33.942448,-118.404781,Westchester#Playa Del Rey#Westchester/LAX#Civic Center#Little Tokyo#Historic Core#Downtown Los Angeles,,,347,Social#Food and Dining#Restaurants,1,,null
f7343e77-6f99-4621-aa84-c1cfec801fa1,Amy's Coffee,1125 Wall St,,,Los Angeles,CA,,,90015,us,(213) 742-0935,,34.036086,-118.254606,Fashion District#Downtown Los Angeles#Downtown,,,347,Social#Food and Dining#Restaurants,1,,null
070ec65c-2503-44ba-86a9-cda9747ddcf2,Lincoln Produce,8600 S Central Ave,,,Los Angeles,CA,,,90002,us,(323) 585-8221,,33.960092,-118.256321,,,,347,Social#Food and Dining#Restaurants,1,,null
792431c3-a028-4aaa-bea2-b5c348ff8158,Leasco-Filiberto's Mexican,3055 Wilshire Blvd,Ste 600,,Los Angeles,CA,,,90010,us,(213) 738-0842,,34.061937,-118.288119,Koreatown#Commonwealth,http://www.filibertos.com,,347,Social#Food and Dining#Restaurants,1,,null
d390b640-fdc3-422f-8543-0d1d21274173,Safari Sam's,448 S Main St,,,Los Angeles,CA,,,90013,us,(213) 327-2220,(323) 662-3464,34.047039,-118.248011,Little Tokyo#Historic Core#Downtown Los Angeles#Old Bank District#Gallery Row#Civic Center#Downtown,http://www.safari-sams.com,,347,Social#Food and Dining#Restaurants,1,,null
f61d3139-d930-4db2-be5f-6e2b8eecc291,Cat Fish Row,10124 S Figueroa St,,,Los Angeles,CA,,,90003,us,(323) 777-7399,,33.94432,-118.282434,Nadeau#South-Central#Downtown Los Angeles#Civic Center#Historic Core#Little Tokyo,,,347,Social#Food and Dining#Restaurants,1,,null
88056dc0-f83d-4d2f-954f-6aef31033979,The Grove Cafe,10681 Santa Monica Blvd,,,Los Angeles,CA,,,90025,us,(310) 475-2949,,34.053094,-118.430779,Little Persia,,,347,Social#Food and Dining#Restaurants,1,,null
bca8d780-0f08-4e3f-be1b-68cc7a2dc8ac,C and C Internet Cafe,3500 Wilshire Blvd,Ste 102,,Los Angeles,CA,,,90010,us,(213) 251-0150,,34.061651,-118.295884,Koreatown#Wilshire Center#Mid Wilshire,,,347,Social#Food and Dining#Restaurants,1,,null
26f227e5-b474-49a3-b59e-78bbac717f95,Kab's Jamaican Cuisine,2851 Crenshaw Blvd,,,Los Angeles,CA,,,90016,us,(323) 735-7770,(323) 735-7771,34.029902,-118.335154,West Adams#southla,http://www.kabsjamaicancuisine.com,,347,Social#Food and Dining#Restaurants,1,,null
70d49d1f-d7b6-4489-9b8e-6bf43591d9c3,United Way Enterprises,5453 Hollywood Blvd,,,Los Angeles,CA,,,90027,us,(323) 464-8460,,34.101836,-118.308447,Thai Town#Santa Western#Hollywood Studio District#Little Tokyo#Downtown Los Angeles#Historic Core#Civic Center,http://quiznos.com,,347,Social#Food and Dining#Restaurants,1,,null
71e90630-bef8-012e-5614-003048cad9da,El Salvador,2901 Whittier Blvd,,,Los Angeles,CA,,,90023,us,(323) 268-4267,,34.031267,-118.208688,Boyle Heights,,,347,Social#Food and Dining#Restaurants,1,,null
5c733829-e127-4178-ac03-51852a11f41e,Cafe Motif,930 S Robertson Blvd,,,Los Angeles,CA,,,90035,us,(424) 777-0079,,34.060216,-118.383551,South Carthay#Preuss#Beverly Hills#Fairfax District#Civic Center#Historic Core#Downtown Los Angeles#Little Tokyo#thewestsidecity,http://www.motifla.com,,347,Social#Food and Dining#Restaurants,1,,null
a33ae8c1-8134-4ef1-adac-0cc10f263020,El Dorado Cantina,11777 San Vicente Blvd,,,Los Angeles,CA,,,90049,us,(310) 207-0150,(310) 207-0152,34.053484,-118.468365,Rustic Canyon#Brentwood#West LA#West Los Angeles#Historic Core#Downtown Los Angeles#Little Tokyo#Civic Center,,,347,Social#Food and Dining#Restaurants,1,,null
9ec60f92-7145-4e69-a05e-b05f7142ddf7,DOC Magoo,421 Venice Blvd,,,Los Angeles,CA,,,90015,us,(213) 747-5951,,34.036898,-118.268269,Dowtown Carrier Annex#Downtown#Central LA#South Park,,,347,Social#Food and Dining#Restaurants,1,,null
502f7f42-6bf7-4d2a-9efc-9060aead8097,Sam's International Cafe,1707 N Kenmore Ave,,,Los Angeles,CA,,,90027,us,(323) 953-4718,,34.102056,-118.297465,Little Armenia#Los Feliz#Downtown Los Angeles#Historic Core#Little Tokyo#Civic Center,,,347,Social#Food and Dining#Restaurants,1,,null
d02c657a-6eb2-4729-aa21-3f00f0fb6f0e,Dan Sung Sa,3545 W Olympic Blvd,,,Los Angeles,CA,,,90019,us,(213) 487-9100,,34.052664,-118.316201,Arlington Heights#Mid City#Central LA#Little Tokyo#Civic Center#Historic Core#Downtown Los Angeles,,,347,Social#Food and Dining#Restaurants,1,,null
e0c05711-0325-49cd-9b9d-6c938d39e478,BottleRock,1050 S Flower St,Ste 167,,Los Angeles,CA,,,90015,us,(213) 747-1100,,34.043038,-118.263472,Downtown Los Angeles#Dowtown Carrier Annex#Downtown#South Park#Central LA#Little Tokyo#Historic Core#Civic Center#Arlington Heights#Westchester#Playa Del Rey,http://www.bottlerock.net,felicia@bottlerock.net,347,Social#Food and Dining#Restaurants,1,,null
ce9661de-b9dd-4bf3-babb-bc7fb946f9e8,Mighty Boba Truck,,,,Los Angeles,CA,,,90034,us,(626) 607-4832,,34.027247,-118.399281,Brentwood#Palms#West LA#thewestsidecity#Downtown,http://www.mightyboba.com,,347,Social#Food and Dining#Restaurants,1,,null
cd790f7f-cbe0-47aa-8635-cc593a7ee085,San Antonio Winery and Restaurant,737 Lamar St,,,Los Angeles,CA,,,90031,us,(323) 223-1401,(323) 221-7261,34.063883,-118.223775,Lincoln Heights#Taylor Junction#Chinatown#Central LA#Mission Junction#Downtown#Houston Street District#River Walk#Market Square District#King Williams District#Central City East#Montecito Heights#Little Tokyo#Civic Center#Downtown Los Angeles#Historic Core#University Hills#City Terrace#Wyvernwood#Northeast Los Angeles#New Chinatown#Naud Junction#Dayton Avenue,http://www.sanantoniowinery.com,winery@sanantoniowinery.com,347,Social#Food and Dining#Restaurants,1,,null
039d7f82-b721-41cd-8dc6-ed36eb37918a,Picca,9575 W Pico Blvd,,,Los Angeles,CA,,,90035,us,(310) 277-0133,(310) 277-0227,34.055352,-118.397589,South Robertson#Beverly Hills#West LA#Beverlywood#West Los Angeles#Rodeo Drive#Preuss#Fairfax District#Westside Village#Historic Core#Civic Center#Downtown Los Angeles#Little Tokyo#Westchester#Playa Del Rey#thewestsidecity#Westside#Cheviot Hills,http://www.piccaperu.com,info@piccaperu.com,347,Social#Food and Dining#Restaurants,1,,null
f2d95e30-9147-4717-bc96-87af71eb4a62,Popeye's Louisiana Kitchen,1671 E 103rd St,,,Los Angeles,CA,,,90002,us,(323) 566-9402,,33.943337,-118.244144,Watts,http://www.popeyes.com,,347,Social#Food and Dining#Restaurants,1,,null
54a0faba-26b6-4c52-b375-bb07be68afcd,World Orkids Imports,418 E 8th St,,,Los Angeles,CA,,,90014,us,(213) 553-9154,,34.04029,-118.250803,Downtown Los Angeles#Gallery Row#Fashion District#Historic Core#Downtown,http://www.berbereimports.com,,347,Social#Food and Dining#Restaurants,1,,null
996b971c-e04e-41d7-8014-65c525c73e41,Which Wich,2212 Sawtelle Blvd,,,Los Angeles,CA,,,90064,us,(310) 268-9424,,34.037864,-118.4407,West L.A.#Home Junction#Sawtelle#West Los Angeles#Rancho Park#Historic Core#Downtown Los Angeles#Little Tokyo#Civic Center#thewestsidecity,http://www.whichwich.com,,347,Social#Food and Dining#Restaurants,1,,null
ff9e9831-a3f1-4878-b711-69e0226b2601,House of Shang Hai,303 E 7th St,,,Los Angeles,CA,,,90014,us,(213) 438-0202,,34.042498,-118.249048,Historic Core#Downtown Los Angeles#Fashion District#Downtown#Central City East,,,347,Social#Food and Dining#Restaurants,1,,null
423b6bb7-739f-4c5d-ab26-d0e98b76e38a,Guatelinda Nightclub,4916 Hollywood Blvd,,,Los Angeles,CA,,,90027,us,(323) 666-7070,,34.101651,-118.296415,Little Armenia#East Hollywood#Thai Town#Hollywood Studio District#Santa Western#Wilshire Center / Koreatown#Central LA#Civic Center#Historic Core#Downtown Los Angeles#Little Tokyo#Los Feliz#Hollywood,http://www.myspace.com/club_gabah,,347,Social#Food and Dining#Restaurants,1,,null
0ba52c3e-524c-4d16-85a3-2b72da696eb0,Leonardo's Restaurant,1735 W Manchester Ave,,,Los Angeles,CA,,,90047,us,(323) 753-5242,,33.960038,-118.307762,Shouthwest Area Ndc#Westmont#South Los Angeles (South Central)#South Central LA#South LA#South-Central#Civic Center#Historic Core#Downtown Los Angeles#Little Tokyo,,,347,Social#Food and Dining#Restaurants,1,,null
0518d2e8-cf40-404f-ade0-62466e7906b3,Ruby's Diner,,,,Los Angeles,CA,,,90040,us,(323) 382-7829,,34.005032,-118.152641,Bandini,http://rubys.com,,347,Social#Food and Dining#Restaurants,1,,null
4b887ff9-b18c-4495-a7d0-4af971fd7194,Samuel Adams Toasts Los Angeles,,,,Los Angeles,CA,,,,us,,,33.94534,-118.410086,Playa Del Rey#Westchester,,,347,Social#Food and Dining#Restaurants,1,,null
13806fbf-9ea5-4a63-979c-3046a69a3f10,Bobby Winston Independent Distributors,1607 W 84th St,,,Los Angeles,CA,,,90047,us,(323) 778-1668,,33.962832,-118.30583,Shouthwest Area Ndc#Westmont,,,347,Social#Food and Dining#Restaurants,1,,null
ba5367c4-c02a-49cf-94f1-38f93ecf082a,Eng Communication,7801 Melrose Ave,,,Los Angeles,CA,,,90046,us,(323) 653-5530,,34.083875,-118.359523,,,,347,Social#Food and Dining#Restaurants,1,,null
21cb3590-ef55-4644-99c5-e06d9ce3c47c,Bar Am?í,118 W 4th St,,,Los Angeles,CA,,,90013,us,(213) 687-8002,(213) 687-8017,34.048515,-118.247881,Little Tokyo#Historic Core#Downtown Los Angeles#Old Bank District#Gallery Row#Civic Center#Downtown,http://www.bar-ama.com,info@bar-ama.com,347,Social#Food and Dining#Restaurants,1,,null
